// thermometer calibration file for gonzo and waldorf

//format: chebychev polynomial coefficients
//begin-cheb [therm serial #]
//[log or lin - do you take the log of the R value first?]
//ZL
//ZU [see calibration documentation]
//poly order	coeff value
//end-cheb [therm serial #]

//format: lookup table
//begin-look [therm serial #]
//R(ascending)	T
//end-look [therm serial #]

begin-look ca04
4460.2	0.48988
4554.44	0.46558
4650.85	0.44227
4752.49	0.42027
4856.98	0.39898
4964.46	0.37911
5076	0.36023
5192.6	0.34231
5313.4	0.32534
5440.09	0.30905
5571.32	0.2935
5708.16	0.27881
5848.62	0.26495
5995.26	0.25171
6147.89	0.23919
6306.28	0.22703
6472.94	0.21567
6642.3	0.20493
6822.88	0.19473
7008.82	0.18503
7202.58	0.17579
7405.45	0.16698
7616.28	0.15867
7839.56	0.15076
8066.82	0.1432
8307.41	0.13601
8558.83	0.12924
8822.34	0.1228
9089.81	0.11679
9378.22	0.11095
9679.58	0.10543
9997.52	0.10018
10335.31	0.095119
10682.39	0.0904
11047.85	0.085869
11430.63	0.081574
11838.75	0.077454
12263.73	0.073576
12709.29	0.069893
13179.05	0.066387
13677.83	0.063054
14201.78	0.059888
14760.66	0.056884
15343.11	0.054017
15964.96	0.051299
16617.95	0.04873
17315.04	0.046271
18047.58	0.043943
18843.66	0.041723
19677.65	0.0396
20556.86	0.037628
21526.7	0.035717
22533.08	0.033902
23595.56	0.032166
24781.34	0.030484
25905.14	0.029052
27187.84	0.027624
28614.99	0.026196
30067.18	0.024878
31696.23	0.023579
33406.99	0.022394
35336.53	0.021198
37383.78	0.020101
39764.65	0.019061
42087.51	0.018024
end-look sf15

begin-look sf05
2000	13
2091.76	8.75472
2111.74	8.24688
2131.96	7.79824
2153.45	7.3307
2172.28	6.98209
2193.39	6.60556
2214.54	6.24911
2234.71	5.92383
2255.85	5.63267
2277.37	5.33618
2297.98	5.0742
2321.09	4.80528
2342.69	4.56953
2365.53	4.33958
2389.61	4.1171
2413.41	3.91027
2437.55	3.71767
2462.4	3.53223
2488.58	3.35425
2514.47	3.19003
2541.36	3.03094
2569.76	2.87789
2597.76	2.73573
2627.01	2.59996
2657.08	2.47007
2688.21	2.34516
2720.79	2.22729
2753.39	2.11709
2787.75	2.01079
2822.16	1.91048
2857.59	1.81714
2894.9	1.72238
2931.82	1.63456
2972.24	1.55525
2975.99	1.54451
3017.9	1.46584
3062.09	1.39122
3104.63	1.32172
3149.67	1.25639
3196.38	1.19266
3244.4	1.13302
3293.54	1.07694
3344.54	1.02287
3398.43	0.97098
3452.02	0.92316
3509.21	0.87715
3567.86	0.83287
3628.67	0.79087
3690.2	0.75181
3755.35	0.71391
3822.63	0.67768
3891.05	0.64406
3965.85	0.61161
4039.32	0.58115
4115.71	0.55192
4195.41	0.52452
4277.2	0.49818
4362.43	0.47318
4450.33	0.44946
4541.67	0.42689
4635.74	0.40566
4734.35	0.38541
4834.75	0.36619
4939.2	0.34774
5047.99	0.33053
5161.99	0.31388
5278.46	0.29816
5399.95	0.28323
5525.92	0.26919
5656.34	0.25577
5792.96	0.2429
5933.94	0.23056
6079.5	0.21917
6231.7	0.20819
6389.26	0.19781
6553.22	0.18794
6725.12	0.17855
6902.83	0.16959
7087.59	0.16118
7280.69	0.1531
7482.65	0.14544
7690.85	0.13817
7907.85	0.13125
8135.97	0.12472
8373.12	0.1185
8615.15	0.11272
8874.08	0.10706
9144.32	0.10174
9431.32	0.09667
9726.49	0.0918
10042.53	0.08724
10369.37	0.08286
10707.65	0.0787
11064.44	0.07478
11442	0.07102
11462.52	0.07088
11862.16	0.06733
12280.39	0.06395
12716.85	0.06076
13177.93	0.05772
13663.93	0.05485
14185.57	0.05208
14725.22	0.04944
15298.93	0.04697
15905.6	0.0446
16547.63	0.04234
17223.91	0.04024
17944.17	0.03818
18706.85	0.03624
19520.36	0.03443
20379.67	0.03266
21303.21	0.03103
21322.02	0.03099
21335.68	0.03097
22282.49	0.02947
22303.95	0.02941
22305.42	0.02939
22311.6	0.0294
23334.01	0.02792
23348.78	0.02793
23362.07	0.02791
23377.9	0.02793
24473.06	0.0265
24487.71	0.02649
24492.17	0.02647
25701.99	0.0251
25710.92	0.02505
25741.29	0.02499
26980.53	0.02381
27022.84	0.02376
27042.04	0.02373
28428.92	0.02251
28443	0.02246
28512.87	0.02237
29891.37	0.02136
30021.06	0.02121
30101.15	0.02119
30119.28	0.02116
31573.57	0.02016
31746.06	0.02002
31793.93	0.01998
31908.61	0.01989
33423.11	0.01905
33593.63	0.01885
33635.96	0.01886
35473.63	0.018
35618.27	0.0178
35668.68	0.01781
38132.33	0.01669
38258.71	0.01665
end-look sf05

begin-look sf25
17.31049562	6.211086909
17.69038255	5.509153742
18.07734554	5.007978629
18.47617019	4.606576856
18.98424319	4.203088361
19.28926747	3.999199183
19.62669951	3.800234625
20.0128204	3.600168715
20.45183226	3.399075415
20.94874341	3.200565366
21.53397883	2.997337748
22.18343568	2.803138951
22.9695452	2.60143272
23.90123851	2.401389998
25.01366835	2.200321048
26.42903271	1.990602306
28.00719426	1.801538506
30.17952662	1.599941564
32.97616223	1.399574623
34.64409349	1.30310319
37.0032	1.201074098
38.276	1.150303118
41.1667	1.050366941
44.7584	0.949846746
49.0681	0.85471415
54.337	0.7638803
60.528	0.683399034
68.101	0.609146462
78.62	0.534158952
90.053	0.475541573
105.918	0.417436245
125.291	0.367677954
146.04	0.329594389
159.654	0.310118324
176.358	0.290107141
209.635	0.25984691
257.093	0.229820353
317.545	0.204002635
394.294	0.181896819
498.048	0.16201341
622.03	0.145788324
836.49	0.127993348
1161.58	0.112049053
1766.86	0.095630839
2571.56	0.083958367
3846.5	0.073637591
6115.9	0.063691761
8994.4	0.05675025
12291.1	0.051942464
16451.3	0.048109207
23572.3	0.043934804
end-look sf25

begin-look pt100
0.89	4
0.93	5
0.95	6
0.97	7
0.99	8
1.00	9
1.02	10
1.03	11
1.05	12
1.07	13
1.10	14
1.13	15
1.17	16
1.22	17
1.28	18
1.35	19
1.43	20
1.52	21
1.63	22
1.74	23
1.86	24
2.00	25
2.15	26
2.30	27
2.47	28
2.66	29
2.85	30
3.06	31
3.27	32
3.50	33
3.73	34
3.98	35
4.24	36
4.51	37
4.78	38
5.07	39
5.37	40
5.67	41
5.98	42
6.30	43
6.63	44
6.96	45
7.30	46
7.65	47
8.00	48
8.36	49
8.73	50
9.10	51
9.48	52
9.86	53
10.24	54
10.63	55
11.02	56
11.42	57
11.82	58
12.23	59
12.63	60
13.04	61
13.45	62
13.86	63
14.28	64
14.70	65
15.12	66
15.54	67
15.96	68
16.38	69
17.16	70
19.32	75
21.47	80
23.62	85
25.75	90
27.88	95
30.00	100
32.12	105
34.22	110
36.32	115
38.41	120
40.49	125
42.57	130
44.64	135
46.71	140
48.77	145
50.82	150
52.87	155
54.91	160
56.95	165
58.98	170
61.01	175
63.03	180
65.05	185
67.06	190
69.07	195
71.07	200
73.07	205
75.07	210
77.07	215
79.05	220
81.04	225
83.02	230
85.00	235
86.98	240
88.95	245
90.92	250
92.89	255
94.85	260
